metro_id,fullaqsid,date,aq_daily_mean,temp_daily_mean,rhum_daily_mean,precip_daily_mean,ws_daily_mean,wd_daily_mean_deg,barpr_daily_mean,population,bg3,sat_monthly_mean,metro_pop_density_year,dist_km_motorway_trunk_primary_secondary,partition_key
957,SWE_SE274590,2024-09-12,4.76,11.22,84.85,0.29,3.79,205.53,1006.64,16310.55,1.6,4.74,2900.0,0.004,PM2.5-1HR
957,SWE_SE0004A,2024-09-12,4.03,11.13,85.41,0.3,3.69,204.21,1006.63,2096.76,1.6,4.74,2900.0,0.027,PM2.5-1HR
957,SWE_SE274590,2024-09-13,3.43,10.76,78.37,0,3.01,267.8,1017.88,16310.55,1.79,5.006,2900.0,0.004,PM2.5-1HR
957,SWE_SE0004A,2024-09-13,3.61,10.63,79.3,0,2.9,265.71,1017.87,2096.76,1.79,5.006,2900.0,0.027,PM2.5-1HR
957,SWE_SE274590,2024-09-14,2.63,10.79,72.02,0,2.62,318.47,1024.73,16310.55,1.82,5.048,2900.0,0.004,PM2.5-1HR
957,SWE_SE0004A,2024-09-14,3.56,10.66,72.67,0,2.53,318.38,1024.72,2096.76,1.82,5.048,2900.0,0.027,PM2.5-1HR
957,SWE_SE274590,2024-09-15,3.28,11.49,81.44,0,1.09,213.53,1025.23,16310.55,1.93,5.202,2900.0,0.004,PM2.5-1HR
957,SWE_SE0004A,2024-09-15,3.64,11.39,82.24,0,1.08,210.44,1025.23,2096.76,1.93,5.202,2900.0,0.027,PM2.5-1HR
957,SWE_SE274590,2024-09-16,7.04,12.55,82.31,0,1.63,150.12,1025.19,16310.55,2.55,6.07,2900.0,0.004,PM2.5-1HR
957,SWE_SE0004A,2024-09-16,4.41,12.46,82.42,0,1.6,148.71,1025.2,2096.76,2.55,6.07,2900.0,0.027,PM2.5-1HR
957,SWE_SE274590,2024-09-17,5.41,12.49,86.47,0,1.69,25.06,1031.3,16310.55,3.09,6.826,2900.0,0.004,PM2.5-1HR
957,SWE_SE0004A,2024-09-17,4.98,12.4,86.65,0,1.65,25.84,1031.3,2096.76,3.09,6.826,2900.0,0.027,PM2.5-1HR
957,SWE_SE274590,2024-09-18,4.87,13.92,82.9,0,2.35,47.03,1034.05,16310.55,2.62,6.168,2900.0,0.004,PM2.5-1HR
957,SWE_SE0004A,2024-09-18,4.24,13.85,82.98,0,2.3,47.68,1034.07,2096.76,2.62,6.168,2900.0,0.027,PM2.5-1HR
957,SWE_SE274590,2024-09-19,6.96,14.29,82.87,0,1.84,72.18,1032.85,16310.55,3.57,7.498,2900.0,0.004,PM2.5-1HR
957,SWE_SE0004A,2024-09-19,5.92,14.21,82.97,0,1.8,72.31,1032.87,2096.76,3.57,7.498,2900.0,0.027,PM2.5-1HR
957,SWE_SE274590,2024-09-20,10.48,14.2,86.19,0,1.29,124.15,1031.31,16310.55,6.37,11.418,2900.0,0.004,PM2.5-1HR
957,SWE_SE0004A,2024-09-20,10.88,14.12,86.06,0,1.26,120.92,1031.31,2096.76,6.37,11.418,2900.0,0.027,PM2.5-1HR
957,SWE_SE274590,2024-09-21,15.34,13.69,86.22,0,1.12,107.06,1027.44,16310.55,11,17.9,2900.0,0.004,PM2.5-1HR
957,SWE_SE0004A,2024-09-21,14.48,13.64,86.02,0,1.12,108.12,1027.44,2096.76,11,17.9,2900.0,0.027,PM2.5-1HR
957,SWE_SE274590,2024-09-22,14.24,14.2,84.72,0,2.17,123.82,1020.78,16310.55,11.66,18.824,2900.0,0.004,PM2.5-1HR
957,SWE_SE0004A,2024-09-22,14.02,14.12,84.86,0,2.12,123.54,1020.79,2096.76,11.66,18.824,2900.0,0.027,PM2.5-1HR
