metro_id,fullaqsid,date,aq_daily_mean,temp_daily_mean,rhum_daily_mean,precip_daily_mean,ws_daily_mean,wd_daily_mean_deg,barpr_daily_mean,population,bg3,sat_monthly_mean,metro_pop_density_year,dist_km_motorway_trunk_primary_secondary,partition_key
32,170310001,2024-09-12,11.4,21.93,65.46,0,3.26,90.68,1017.26,1687.96,7.3,12.72,348.0,0.538,PM2.5-1HR
32,170310057,2024-09-12,11.53,21.98,69.93,0,3.44,89.34,1017.52,7459.73,7.47,12.958,348.0,0.302,PM2.5-1HR
32,170313103,2024-09-12,13.52,21.89,67.88,0,3.17,90.22,1017.54,851.52,9.4,15.66,348.0,0.03,PM2.5-1HR
32,170316005,2024-09-12,15.34,21.87,69.32,0,3.37,89.31,1017.47,5452.97,6.13,11.082,348.0,0.16,PM2.5-1HR
32,180890022,2024-09-12,11.12,22.69,61.37,0,3.43,93.85,1017.3,4.62,9.73,16.122,348.0,0.713,PM2.5-1HR
32,181270024,2024-09-12,11.81,22.79,61.05,0,3.45,94.77,1017.33,261.85,6.15,11.11,348.0,0.238,PM2.5-1HR
32,170310001,2024-09-13,10.26,22.71,64.32,0,3.76,94.44,1017.73,1687.96,4.7,9.08,348.0,0.538,PM2.5-1HR
32,170310057,2024-09-13,11.41,22.41,68.99,0,4.08,93.02,1017.99,7459.73,6.7,11.88,348.0,0.302,PM2.5-1HR
32,170316005,2024-09-13,12.62,22.47,67.83,0,3.94,92.74,1017.93,5452.97,7.6,13.14,348.0,0.16,PM2.5-1HR
32,180890022,2024-09-13,10.81,22.8,64.53,0,4.01,99.58,1017.84,4.62,5.9,10.76,348.0,0.713,PM2.5-1HR
32,181270024,2024-09-13,10.55,22.84,64.48,0,4.02,100.72,1017.9,261.85,5.9,10.76,348.0,0.238,PM2.5-1HR
32,170310001,2024-09-14,8.39,24.01,63.91,0,3.12,96.56,1018.82,1687.96,4.9,9.36,348.0,0.538,PM2.5-1HR
32,170310057,2024-09-14,8.64,23.46,68.44,0,3.51,97.81,1019.05,7459.73,3.45,7.33,348.0,0.302,PM2.5-1HR
32,170310119,2024-09-14,7.4,24.14,62.21,0,3.24,99.4,1018.82,743.41,5.1,9.64,348.0,0.031,PM2.5-1HR
32,170311016,2024-09-14,9.46,23.81,65.88,0,3.09,95.57,1018.9,746.45,4.9,9.36,348.0,0.08,PM2.5-1HR
32,170313103,2024-09-14,10.74,23.62,67.2,0,3.05,97.91,1019.05,851.52,7.4,12.86,348.0,0.03,PM2.5-1HR
32,170314007,2024-09-14,8.92,23.3,69.46,0,3.26,99.37,1019.14,3316.56,7.5,13.0,348.0,0.371,PM2.5-1HR
32,170314201,2024-09-14,9.48,22.84,73.03,0,3.71,100.78,1019.24,596.2,8,13.7,348.0,0.224,PM2.5-1HR
32,170316005,2024-09-14,10.22,23.61,67.31,0,3.35,96.99,1018.99,5452.97,4.1,8.24,348.0,0.16,PM2.5-1HR
32,170434002,2024-09-14,11.35,24.2,63.61,0,2.63,93.2,1018.74,1395.05,8.2,13.98,348.0,0.128,PM2.5-1HR
32,171110001,2024-09-14,10.69,23.1,70,0,2.61,98.51,1019.17,1243.51,7.9,13.56,348.0,1.061,PM2.5-1HR
32,171971002,2024-09-14,8.19,24.8,59.7,0,2.64,96.78,1018.5,2132.33,4,8.1,348.0,0.099,PM2.5-1HR
32,171971011,2024-09-14,6.52,24.96,59.2,0,2.74,101.01,1018.24,4.69,3.6,7.54,348.0,4.362,PM2.5-1HR
32,180890022,2024-09-14,8.76,23.79,63.76,0,3.56,99.81,1018.93,4.62,5.05,9.57,348.0,0.713,PM2.5-1HR
32,180890034,2024-09-14,7.39,23.51,66.92,0,3.79,97.15,1018.93,168.96,4.75,9.15,348.0,0.362,PM2.5-1HR
32,180890036,2024-09-14,8.41,23.95,63.55,0,3.44,98.85,1018.86,507.21,4.83,9.262,348.0,0.144,PM2.5-1HR
32,181270024,2024-09-14,7.86,23.71,63.87,0,3.61,100.53,1018.98,261.85,5.05,9.57,348.0,0.238,PM2.5-1HR
32,550590019,2024-09-14,6.28,22.01,79.96,0,4.17,105,1019.54,54.59,5.2,9.78,348.0,1.13,PM2.5-1HR
32,170310001,2024-09-15,6.77,23.8,63.2,0,2.92,112.08,1019.91,1687.96,5.5,10.2,348.0,0.538,PM2.5-1HR
32,170310057,2024-09-15,7.69,23.49,67.65,0,3.33,112.65,1020.08,7459.73,5.9,10.76,348.0,0.302,PM2.5-1HR
32,170310119,2024-09-15,7.97,23.88,61.54,0,3.08,112.78,1019.93,743.41,5.7,10.48,348.0,0.031,PM2.5-1HR
32,170311016,2024-09-15,8.75,23.72,64.85,0,2.89,112.62,1019.95,746.45,6.63,11.782,348.0,0.08,PM2.5-1HR
32,170313103,2024-09-15,9.52,23.59,65.77,0,2.95,115.7,1020.05,851.52,7,12.3,348.0,0.03,PM2.5-1HR
32,170313301,2024-09-15,8.7,23.71,65.04,0,2.93,111.97,1019.95,4444.93,7.87,13.518,348.0,0.354,PM2.5-1HR
32,170314007,2024-09-15,8.44,23.37,68.11,0,3.19,117.4,1020.12,3316.56,5.9,10.76,348.0,0.371,PM2.5-1HR
32,170314201,2024-09-15,9.19,23.05,72.31,0,3.63,118.28,1020.21,596.2,7.8,13.42,348.0,0.224,PM2.5-1HR
32,170316005,2024-09-15,8.84,23.59,66.44,0,3.16,112.46,1020.03,5452.97,5.13,9.682,348.0,0.16,PM2.5-1HR
32,170434002,2024-09-15,9.39,23.99,61.78,0,2.42,116.06,1019.77,1395.05,6.6,11.74,348.0,0.128,PM2.5-1HR
32,171110001,2024-09-15,10.1,23.29,67.15,0,2.67,124.31,1020.07,1243.51,7.6,13.14,348.0,1.061,PM2.5-1HR
32,171971002,2024-09-15,8.14,24.32,58.09,0,2.54,116.33,1019.6,2132.33,5.4,10.06,348.0,0.099,PM2.5-1HR
32,171971011,2024-09-15,6.55,24.36,57.22,0,2.75,116.19,1019.41,4.69,4.8,9.22,348.0,4.362,PM2.5-1HR
32,180890022,2024-09-15,8.61,23.55,63.49,0,3.35,111.27,1020.05,4.62,8.78,14.792,348.0,0.713,PM2.5-1HR
32,180890031,2024-09-15,11.6,23.62,63.05,0,3.31,111.61,1020.03,850.63,8.28,14.092,348.0,0.392,PM2.5-1HR
32,180890034,2024-09-15,6.94,23.5,66.66,0,3.55,108.93,1020.03,168.96,8.33,14.162,348.0,0.362,PM2.5-1HR
32,180890036,2024-09-15,9.55,23.79,62.97,0,3.26,111.41,1019.97,507.21,7.14,12.496,348.0,0.144,PM2.5-1HR
32,181270024,2024-09-15,10.16,23.44,63.68,0,3.39,111.47,1020.11,261.85,5.85,10.69,348.0,0.238,PM2.5-1HR
32,550590019,2024-09-15,6.31,22.35,80.66,0,4.19,126,1020.41,54.59,4.8,9.22,348.0,1.13,PM2.5-1HR
