metro_id,fullaqsid,date,aq_daily_mean,temp_daily_mean,rhum_daily_mean,precip_daily_mean,ws_daily_mean,wd_daily_mean_deg,barpr_daily_mean,population,bg3,sat_monthly_mean,metro_pop_density_year,dist_km_motorway_trunk_primary_secondary,partition_key
946,ESP_ES0118A,2024-09-12,9.91,22.18,42.46,0,2.88,3,1016.1,18999.02,1.75,4.95,5200.0,0.015,PM2.5-1HR
946,ESP_ES1193A,2024-09-12,3.55,22.06,40.17,0,3.14,352.47,1016.17,261.97,2,5.3,5200.0,1.248,PM2.5-1HR
946,ESP_ES1525A,2024-09-12,5.5,22.18,42.46,0,2.88,3,1016.1,20543.76,2,5.3,5200.0,0.183,PM2.5-1HR
946,ESP_ES1563A,2024-09-12,9.27,22.2,43.92,0,2.57,19.08,1016.07,10485.95,2.5,6.0,5200.0,0.081,PM2.5-1HR
946,ESP_ES1567A,2024-09-12,6.25,22.17,40.21,0,3.09,354.16,1016.09,14470.62,1,3.9,5200.0,0.078,PM2.5-1HR
946,ESP_ES1752A,2024-09-12,8.6,22.2,43.92,0,2.57,19.08,1016.07,9752.93,2,5.3,5200.0,0.25,PM2.5-1HR
946,ESP_ES1802A,2024-09-12,2.83,17.82,55,0,3.64,328.82,1017.47,39.93,1,3.9,5200.0,3.922,PM2.5-1HR
946,ESP_ES1803A,2024-09-12,14.95,19.55,50.38,0,4.08,335.79,1017.27,8516.18,1,3.9,5200.0,0.187,PM2.5-1HR
946,ESP_ES1809A,2024-09-12,9.83,22.61,40.88,0,3.04,356.91,1015.76,10396.51,4.5,8.8,5200.0,0.714,PM2.5-1HR
946,ESP_ES1810A,2024-09-12,2.02,23.23,39.25,0,4.82,344.98,1016.05,68.95,1,3.9,5200.0,4.037,PM2.5-1HR
946,ESP_ES1811A,2024-09-12,6.07,21.68,45.21,0,2.98,3.42,1015.99,2278.73,1,3.9,5200.0,0.162,PM2.5-1HR
946,ESP_ES1838A,2024-09-12,6.44,21.61,44.67,0,2.32,9.21,1016.18,3498.51,2,5.3,5200.0,0.489,PM2.5-1HR
946,ESP_ES1869A,2024-09-12,5.89,22.66,42.04,0,2.48,5.18,1015.97,9579.2,2.5,6.0,5200.0,0.064,PM2.5-1HR
946,ESP_ES1890A,2024-09-12,7.95,22.17,40.21,0,3.09,354.16,1016.09,16709.74,1,3.9,5200.0,0.48,PM2.5-1HR
946,ESP_ES1937A,2024-09-12,4.36,22.7,41.21,0,3.16,358.74,1016.02,16511.62,1.67,4.838,5200.0,0.129,PM2.5-1HR
946,ESP_ES1938A,2024-09-12,6.23,22.18,42.46,0,2.88,3,1016.1,22301.33,2,5.3,5200.0,0.074,PM2.5-1HR
946,ESP_ES1940A,2024-09-12,4.03,22.18,42.46,0,2.88,3,1016.1,21781.88,2,5.3,5200.0,0.044,PM2.5-1HR
946,ESP_ES1943A,2024-09-12,4.7,22.7,41.21,0,3.16,358.74,1016.02,16363.91,1.67,4.838,5200.0,0.006,PM2.5-1HR
946,ESP_ES1944A,2024-09-12,4.48,21.67,44.13,0,2.64,324.29,1016.18,15424.88,2.2,5.58,5200.0,0.469,PM2.5-1HR
946,ESP_ES2028A,2024-09-12,4.07,22.96,40.46,0,3.14,358.36,1015.95,12154.88,1,3.9,5200.0,1.078,PM2.5-1HR
946,ESP_ES2093A,2024-09-12,3.04,10.74,69.63,0,3.25,333.62,1019.29,9.05,1,3.9,5200.0,0.196,PM2.5-1HR
946,ESP_ES2159A,2024-09-12,8.12,21.79,39.83,0,2.85,340.27,1016.22,6665.36,2.2,5.58,5200.0,0.101,PM2.5-1HR
946,ESP_ES2160A,2024-09-12,6.86,22.23,39.38,0,3.01,349.26,1016,20271.15,4.5,8.8,5200.0,0.734,PM2.5-1HR
946,ESP_ES0118A,2024-09-13,5.99,17.82,44,0,5.05,56.62,1020.86,18999.02,1.25,4.25,5200.0,0.015,PM2.5-1HR
946,ESP_ES1193A,2024-09-13,1.6,18.13,43.08,0,4.98,60.92,1020.69,261.97,1.22,4.208,5200.0,1.248,PM2.5-1HR
946,ESP_ES1525A,2024-09-13,3.7,17.82,44,0,5.05,56.62,1020.86,20543.76,1.22,4.208,5200.0,0.183,PM2.5-1HR
946,ESP_ES1563A,2024-09-13,7.21,17.88,43.25,0,4.9,45.96,1020.89,10485.95,1,3.9,5200.0,0.081,PM2.5-1HR
946,ESP_ES1567A,2024-09-13,2.17,18.22,42.71,0,5.05,57.34,1020.65,14470.62,1,3.9,5200.0,0.078,PM2.5-1HR
946,ESP_ES1752A,2024-09-13,6.12,17.88,43.25,0,4.9,45.96,1020.89,9752.93,1.33,4.362,5200.0,0.25,PM2.5-1HR
946,ESP_ES1802A,2024-09-13,2.3,14.24,54.92,0,2.06,37.9,1021.85,39.93,1,3.9,5200.0,3.922,PM2.5-1HR
946,ESP_ES1803A,2024-09-13,12.59,16.44,48.75,0,2.96,50.33,1021.07,8516.18,1,3.9,5200.0,0.187,PM2.5-1HR
946,ESP_ES1809A,2024-09-13,8.26,19.01,40.67,0,4.42,43.09,1020.29,10396.51,3,6.7,5200.0,0.714,PM2.5-1HR
946,ESP_ES1810A,2024-09-13,1.82,19.73,40.08,0,3.61,36.09,1020.13,68.95,1,3.9,5200.0,4.037,PM2.5-1HR
946,ESP_ES1811A,2024-09-13,2.5,17.69,43.75,0,4.45,49.45,1020.51,2278.73,1,3.9,5200.0,0.162,PM2.5-1HR
946,ESP_ES1838A,2024-09-13,5.73,17.48,45.33,0,4.54,52.04,1021.1,3498.51,3,6.7,5200.0,0.489,PM2.5-1HR
946,ESP_ES1869A,2024-09-13,4.65,18.13,43.21,0,4.94,48.46,1020.88,9579.2,1.5,4.6,5200.0,0.064,PM2.5-1HR
946,ESP_ES1890A,2024-09-13,4.11,18.22,42.71,0,5.05,57.34,1020.65,16709.74,1,3.9,5200.0,0.48,PM2.5-1HR
946,ESP_ES1937A,2024-09-13,2.39,18.17,42.88,0,5.4,53.75,1020.8,16511.62,1.22,4.208,5200.0,0.129,PM2.5-1HR
946,ESP_ES1938A,2024-09-13,3.69,17.82,44,0,5.05,56.62,1020.86,22301.33,1.22,4.208,5200.0,0.074,PM2.5-1HR
946,ESP_ES1940A,2024-09-13,2.12,17.82,44,0,5.05,56.62,1020.86,21781.88,1.22,4.208,5200.0,0.044,PM2.5-1HR
946,ESP_ES1943A,2024-09-13,3.54,18.17,42.88,0,5.4,53.75,1020.8,16363.91,1.22,4.208,5200.0,0.006,PM2.5-1HR
