metro_id,fullaqsid,date,aq_daily_mean,temp_daily_mean,rhum_daily_mean,precip_daily_mean,ws_daily_mean,wd_daily_mean_deg,barpr_daily_mean,population,bg3,sat_monthly_mean,metro_pop_density_year,dist_km_motorway_trunk_primary_secondary,partition_key
944,FRA_FR04002,2024-09-12,3.49,10.98,75.67,0.06,3.11,285.49,1015.9,9875.03,1.8,5.02,3800.0,0.05,PM2.5-1HR
944,FRA_FR04004,2024-09-12,3.81,11.11,74.13,0.06,3.2,285.19,1015.96,36349.45,1.87,5.118,3800.0,0.042,PM2.5-1HR
944,FRA_FR04024,2024-09-12,3.13,10.87,75.29,0.05,3.19,284.62,1015.85,4471.12,2.03,5.342,3800.0,0.278,PM2.5-1HR
944,FRA_FR04031,2024-09-12,6.45,11.11,74.13,0.06,3.2,285.19,1015.96,9027.04,1.86,5.104,3800.0,0.017,PM2.5-1HR
944,FRA_FR04034,2024-09-12,3.88,11.18,73.5,0.1,3.23,288.27,1015.99,6887.11,2.43,5.902,3800.0,0.596,PM2.5-1HR
944,FRA_FR04048,2024-09-12,2.16,10.73,73.71,0.02,3.09,288.57,1015.79,745.95,1,3.9,3800.0,1.375,PM2.5-1HR
944,FRA_FR04055,2024-09-12,4.07,11.11,74.13,0.06,3.2,285.19,1015.96,15054.65,1.91,5.174,3800.0,0.22,PM2.5-1HR
944,FRA_FR04058,2024-09-12,10.97,10.98,75.67,0.06,3.11,285.49,1015.9,9664.36,1.63,4.782,3800.0,0.004,PM2.5-1HR
944,FRA_FR04066,2024-09-12,2.45,10.73,73.25,0.06,3.36,298.91,1016.41,21.21,1.3,4.32,3800.0,0.907,PM2.5-1HR
944,FRA_FR04122,2024-09-12,5.49,10.62,77.08,0.13,2.89,287,1016.09,10520.36,1.8,5.02,3800.0,0.02,PM2.5-1HR
944,FRA_FR04131,2024-09-12,2.69,11.11,74.13,0.06,3.2,285.19,1015.96,19742.59,1.87,5.118,3800.0,0.004,PM2.5-1HR
944,FRA_FR04150,2024-09-12,3.74,11.11,74.13,0.06,3.2,285.19,1015.96,16733.35,1.8,5.02,3800.0,0.005,PM2.5-1HR
944,FRA_FR04156,2024-09-12,3.05,11.01,75.21,0.17,3.21,283.27,1015.9,4840.57,1.79,5.006,3800.0,0.211,PM2.5-1HR
944,FRA_FR04173,2024-09-12,4.25,10.58,74.33,0.01,3.25,282.77,1015.69,2691.04,2,5.3,3800.0,0.002,PM2.5-1HR
944,FRA_FR04180,2024-09-12,7.13,10.9,73.88,0.03,3.19,291.29,1016.18,3065.17,3.1,6.84,3800.0,0.006,PM2.5-1HR
944,FRA_FR04181,2024-09-12,4.46,10.43,74.08,0.02,3.36,295.17,1016.45,3731.32,1.8,5.02,3800.0,0.099,PM2.5-1HR
944,FRA_FR04328,2024-09-12,2.06,10.64,76.38,0.04,2.62,295.01,1016.23,104.74,0,2.5,3800.0,1.48,PM2.5-1HR
944,FRA_FR04329,2024-09-12,6.85,11.15,73.83,0.07,3.25,285.32,1015.95,20636.66,1.7,4.88,3800.0,0.014,PM2.5-1HR
944,FRA_FR04002,2024-09-13,3.5,11.35,78,0.06,3.35,333.64,1025.43,9875.03,1.93,5.202,3800.0,0.05,PM2.5-1HR
944,FRA_FR04004,2024-09-13,3.75,11.37,78.33,0.1,3.33,329.23,1025.45,36349.45,1.81,5.034,3800.0,0.042,PM2.5-1HR
944,FRA_FR04024,2024-09-13,4.09,11.42,76.71,0.03,3.6,337.65,1025.3,4471.12,2.13,5.482,3800.0,0.278,PM2.5-1HR
