metro_id,fullaqsid,date,aq_daily_mean,temp_daily_mean,rhum_daily_mean,precip_daily_mean,ws_daily_mean,wd_daily_mean_deg,barpr_daily_mean,population,bg3,sat_monthly_mean,metro_pop_density_year,dist_km_motorway_trunk_primary_secondary,partition_key
194,060010009,2024-09-12,4.06,17.81,78,0,2.89,247.96,1009.35,7936.72,1,3.9,680.0,0.057,PM2.5-1HR
194,060010011,2024-09-12,4.17,18.53,73.46,0,2.36,196.47,1009.14,5970.53,2,5.3,680.0,2.259,PM2.5-1HR
194,060010012,2024-09-12,6.16,18.53,73.46,0,2.36,196.47,1009.14,3239.16,1.5,4.6,680.0,1.492,PM2.5-1HR
194,060010013,2024-09-12,9,19.01,69.42,0,2.79,199.88,1008.89,1003.26,2,5.3,680.0,1.152,PM2.5-1HR
194,060010015,2024-09-12,2,19.3,70.38,0,2.37,242.45,1009.05,1395.58,0,2.5,680.0,0.939,PM2.5-1HR
194,060010016,2024-09-12,3.46,19.49,64.71,0,2.78,244.77,1008.81,2976.48,0,2.5,680.0,2.345,PM2.5-1HR
194,060130002,2024-09-12,0.71,20.21,64.83,0,2.47,229.88,1008.69,1468.57,0,2.5,680.0,1.21,PM2.5-1HR
194,060131004,2024-09-12,10.34,18.74,69.38,0,2.79,199.88,1008.89,5253.95,3,6.7,680.0,1.753,PM2.5-1HR
194,060410001,2024-09-12,3,19.86,61.21,0,1.92,244.22,1008.72,2306.57,0,2.5,680.0,1.79,PM2.5-1HR
194,060750005,2024-09-12,9.45,17.06,75,0,3.66,237.67,1009.13,8410.74,5,9.5,680.0,1.434,PM2.5-1HR
194,060811001,2024-09-12,3.12,18.13,70.25,0,2.7,270.78,1009.33,3744.97,0,2.5,680.0,2.054,PM2.5-1HR
194,060010009,2024-09-13,6.97,18.52,73.88,0,2.17,259.11,1009.2,7936.72,1,3.9,680.0,0.057,PM2.5-1HR
194,060010011,2024-09-13,8.19,18.9,73.08,0,2.39,199.98,1009.08,5970.53,2,5.3,680.0,2.259,PM2.5-1HR
194,060010012,2024-09-13,10.56,18.9,73.08,0,2.39,199.98,1009.08,3239.16,2,5.3,680.0,1.492,PM2.5-1HR
194,060010013,2024-09-13,12.13,17.95,73.63,0,4.02,186.75,1008.85,1003.26,2,5.3,680.0,1.152,PM2.5-1HR
194,060010015,2024-09-13,3.29,20.46,61.33,0,1.74,253.56,1008.79,1395.58,0,2.5,680.0,0.939,PM2.5-1HR
194,060010016,2024-09-13,5.13,21.11,53.13,0,1.89,247.19,1008.57,2976.48,2,5.3,680.0,2.345,PM2.5-1HR
194,060130002,2024-09-13,1.62,22.64,49.04,0,2.41,222.33,1008.33,1468.57,0,2.5,680.0,1.21,PM2.5-1HR
194,060131004,2024-09-13,15.05,17.68,73.63,0,4.02,186.75,1008.85,5253.95,4,8.1,680.0,1.753,PM2.5-1HR
194,060410001,2024-09-13,6.91,20.35,60.25,0,1.47,202.45,1008.57,2306.57,2,5.3,680.0,1.79,PM2.5-1HR
194,060750005,2024-09-13,14,16.15,78.67,0,3.79,222.25,1009.13,8410.74,6,10.9,680.0,1.434,PM2.5-1HR
194,060811001,2024-09-13,7.57,19.08,64.63,0,1.97,276.84,1009,3744.97,1,3.9,680.0,2.054,PM2.5-1HR
194,060010009,2024-09-14,5.74,17.12,78.92,0,2.37,277.42,1010.72,7936.72,1,3.9,680.0,0.057,PM2.5-1HR
194,060010011,2024-09-14,3.96,16.88,80.75,0,3.06,211.78,1010.58,5970.53,1.33,4.362,680.0,2.259,PM2.5-1HR
194,060010012,2024-09-14,6.21,16.88,80.75,0,3.06,211.78,1010.58,3239.16,1.5,4.6,680.0,1.492,PM2.5-1HR
194,060010013,2024-09-14,9.03,15.43,84.71,0,4.8,199.12,1010.34,1003.26,1.33,4.362,680.0,1.152,PM2.5-1HR
194,060010015,2024-09-14,5.63,18.67,67.96,0,2.47,261.64,1010.28,1395.58,3,6.7,680.0,0.939,PM2.5-1HR
194,060010016,2024-09-14,6.12,19.63,60,0,3.27,251.04,1009.85,2976.48,3,6.7,680.0,2.345,PM2.5-1HR
194,060130002,2024-09-14,2.75,20.23,61.42,0,3.87,209.99,1009.64,1468.57,0,2.5,680.0,1.21,PM2.5-1HR
194,060131004,2024-09-14,13.82,15.15,84.67,0,4.8,199.12,1010.34,5253.95,4,8.1,680.0,1.753,PM2.5-1HR
194,060410001,2024-09-14,4.92,17.65,71.75,0,2.03,207.81,1009.94,2306.57,1,3.9,680.0,1.79,PM2.5-1HR
194,060750005,2024-09-14,10.08,15.34,82.88,0,4.76,228.09,1010.61,8410.74,6,10.9,680.0,1.434,PM2.5-1HR
194,060811001,2024-09-14,6.06,18.15,63.75,0,2.07,253.55,1010.52,3744.97,2,5.3,680.0,2.054,PM2.5-1HR
194,060010009,2024-09-15,4.74,15.48,83.79,0.01,6.53,247.31,1010.72,7936.72,0.5,3.2,680.0,0.057,PM2.5-1HR
194,060010011,2024-09-15,4.32,15.85,82.21,0,4.77,219.62,1009.86,5970.53,1.67,4.838,680.0,2.259,PM2.5-1HR
194,060010012,2024-09-15,5.96,15.85,82.21,0,4.77,219.62,1009.86,3239.16,1.25,4.25,680.0,1.492,PM2.5-1HR
194,060010013,2024-09-15,9.28,16.39,75.46,0,4.44,228.84,1009.23,1003.26,1.67,4.838,680.0,1.152,PM2.5-1HR
194,060010015,2024-09-15,3.45,15.23,83.63,0.03,5.88,235.54,1010.61,1395.58,1,3.9,680.0,0.939,PM2.5-1HR
194,060010016,2024-09-15,5.11,15.38,76.38,0,7.28,236.04,1010.16,2976.48,1,3.9,680.0,2.345,PM2.5-1HR
194,060130002,2024-09-15,4.04,16.47,79.21,0,6.31,209.29,1009.16,1468.57,0,2.5,680.0,1.21,PM2.5-1HR
194,060131004,2024-09-15,10.09,16.1,75.42,0,4.44,228.84,1009.23,5253.95,2,5.3,680.0,1.753,PM2.5-1HR
194,060410001,2024-09-15,3.91,16.16,75.71,0,4.78,265.39,1008.95,2306.57,1,3.9,680.0,1.79,PM2.5-1HR
194,060750005,2024-09-15,10.38,15.22,81.46,0,7.99,266.06,1009.9,8410.74,5,9.5,680.0,1.434,PM2.5-1HR
194,060811001,2024-09-15,4.85,15.54,79.21,0,5.44,253.94,1011.21,3744.97,2,5.3,680.0,2.054,PM2.5-1HR
194,060010009,2024-09-16,6.04,15.8,77.58,0.03,3.51,263.25,1010.85,7936.72,3.5,7.4,680.0,0.057,PM2.5-1HR
194,060010011,2024-09-16,7.53,15.5,81.33,0.27,1.94,220.66,1010.69,5970.53,5,9.5,680.0,2.259,PM2.5-1HR
194,060010012,2024-09-16,9.79,15.5,81.33,0.27,1.94,220.66,1010.69,3239.16,4.25,8.45,680.0,1.492,PM2.5-1HR
194,060010013,2024-09-16,13.16,15.65,75.88,0.04,2.04,226.29,1010.49,1003.26,5,9.5,680.0,1.152,PM2.5-1HR
194,060010015,2024-09-16,5.53,15.61,77.21,0.14,3.24,239.98,1010.79,1395.58,0,2.5,680.0,0.939,PM2.5-1HR
194,060010016,2024-09-16,7.29,15.58,72.21,0.07,4.05,240.57,1010.63,2976.48,4,8.1,680.0,2.345,PM2.5-1HR
194,060130002,2024-09-16,4.08,16.01,76.04,0.11,2.42,227.11,1010.43,1468.57,1,3.9,680.0,1.21,PM2.5-1HR
194,060131004,2024-09-16,12.38,15.38,75.83,0.04,2.04,226.29,1010.49,5253.95,6,10.9,680.0,1.753,PM2.5-1HR
194,060410001,2024-09-16,5.67,15.92,75.17,0.06,2.37,271.15,1010.39,2306.57,2,5.3,680.0,1.79,PM2.5-1HR
194,060750005,2024-09-16,14.31,15.25,79.04,0.08,4.2,247.15,1010.68,8410.74,9,15.1,680.0,1.434,PM2.5-1HR
194,060811001,2024-09-16,6.19,16.01,72.79,0.03,3.24,265.66,1010.95,3744.97,3,6.7,680.0,2.054,PM2.5-1HR
194,060010009,2024-09-17,4.84,15.41,82.88,0,3.4,237.74,1015.13,7936.72,2.5,6.0,680.0,0.057,PM2.5-1HR
194,060010011,2024-09-17,3.88,15.26,84.54,0,3.53,213.42,1014.99,5970.53,2,5.3,680.0,2.259,PM2.5-1HR
194,060010012,2024-09-17,7,15.26,84.54,0,3.53,213.42,1014.99,3239.16,2,5.3,680.0,1.492,PM2.5-1HR
194,060010013,2024-09-17,8.26,14.95,82.92,0,4.09,207.12,1014.78,1003.26,2,5.3,680.0,1.152,PM2.5-1HR
194,060010015,2024-09-17,4.41,15.13,81.54,0,2.83,248.34,1014.96,1395.58,0,2.5,680.0,0.939,PM2.5-1HR
194,060010016,2024-09-17,6.83,15.14,77.83,0,3.35,248.63,1014.67,2976.48,4,8.1,680.0,2.345,PM2.5-1HR
194,060130002,2024-09-17,4,16.33,77.63,0,3.91,211.41,1014.49,1468.57,1,3.9,680.0,1.21,PM2.5-1HR
194,060131004,2024-09-17,9.28,14.68,82.92,0,4.09,207.12,1014.78,5253.95,4,8.1,680.0,1.753,PM2.5-1HR
194,060410001,2024-09-17,5.77,15.5,80.54,0,2.01,212.51,1014.56,2306.57,2,5.3,680.0,1.79,PM2.5-1HR
194,060750005,2024-09-17,10.64,14.55,85,0,4.8,236.94,1015.03,8410.74,3,6.7,680.0,1.434,PM2.5-1HR
194,060811001,2024-09-17,3.57,15.16,78.46,0,2.74,237.86,1015.12,3744.97,0,2.5,680.0,2.054,PM2.5-1HR
194,060010009,2024-09-18,1.06,16.65,86.92,0.03,2.98,260.81,1011.79,7936.72,0,2.5,680.0,0.057,PM2.5-1HR
194,060010011,2024-09-18,1.5,16.17,90.58,0.07,2.47,222.34,1011.73,5970.53,0.67,3.438,680.0,2.259,PM2.5-1HR
194,060010012,2024-09-18,2.6,16.17,90.58,0.07,2.47,222.34,1011.73,3239.16,0.5,3.2,680.0,1.492,PM2.5-1HR
194,060010013,2024-09-18,5.29,16.1,87.75,0.03,2.71,213.38,1011.54,1003.26,0.67,3.438,680.0,1.152,PM2.5-1HR
194,060010015,2024-09-18,2.14,17.01,84.46,0.11,2.43,238.95,1011.67,1395.58,0,2.5,680.0,0.939,PM2.5-1HR
194,060010016,2024-09-18,2.38,16.71,81.25,0.18,2.88,242.67,1011.5,2976.48,0,2.5,680.0,2.345,PM2.5-1HR
194,060130002,2024-09-18,0.74,17.27,84.38,0.06,2.87,226.93,1011.36,1468.57,0,2.5,680.0,1.21,PM2.5-1HR
194,060131004,2024-09-18,3,15.83,87.67,0.03,2.71,213.38,1011.54,5253.95,0,2.5,680.0,1.753,PM2.5-1HR
194,060410001,2024-09-18,1.78,16.85,83.33,0.01,1.7,228.16,1011.4,2306.57,0,2.5,680.0,1.79,PM2.5-1HR
194,060750005,2024-09-18,6.3,15.75,89.88,0.04,4.25,249.97,1011.69,8410.74,4,8.1,680.0,1.434,PM2.5-1HR
194,060811001,2024-09-18,1.28,17.03,82.83,0.07,1.92,281.08,1011.74,3744.97,0,2.5,680.0,2.054,PM2.5-1HR
194,060010009,2024-09-19,2.6,15.75,87.79,0,2.12,258.49,1012.01,7936.72,0,2.5,680.0,0.057,PM2.5-1HR
194,060010011,2024-09-19,1.73,15.42,89.08,0,2.76,215.63,1011.93,5970.53,0.67,3.438,680.0,2.259,PM2.5-1HR
194,060010012,2024-09-19,3.38,15.42,89.08,0,2.76,215.63,1011.93,3239.16,0.5,3.2,680.0,1.492,PM2.5-1HR
194,060010013,2024-09-19,5.59,14.57,88.67,0,4.24,203.69,1011.73,1003.26,0.67,3.438,680.0,1.152,PM2.5-1HR
194,060010015,2024-09-19,3.77,17.15,81,0,2.27,249.94,1011.68,1395.58,0,2.5,680.0,0.939,PM2.5-1HR
194,060010016,2024-09-19,4.04,17.39,76.33,0,2.85,246.15,1011.34,2976.48,2,5.3,680.0,2.345,PM2.5-1HR
194,060130002,2024-09-19,1.56,18.1,77.25,0,2.95,216.54,1011.13,1468.57,0,2.5,680.0,1.21,PM2.5-1HR
194,060131004,2024-09-19,7.5,14.3,88.58,0,4.24,203.69,1011.73,5253.95,1,3.9,680.0,1.753,PM2.5-1HR
194,060410001,2024-09-19,0.74,16.71,78.79,0,1.83,206.93,1011.45,2306.57,0,2.5,680.0,1.79,PM2.5-1HR
194,060750005,2024-09-19,5.57,14.18,89.25,0,4.55,236.14,1011.98,8410.74,2,5.3,680.0,1.434,PM2.5-1HR
194,060811001,2024-09-19,2.17,17.15,78.5,0,1.66,280.88,1011.75,3744.97,1,3.9,680.0,2.054,PM2.5-1HR
194,060010009,2024-09-20,3.28,15.91,84.17,0,2.37,253.78,1012.35,7936.72,0.5,3.2,680.0,0.057,PM2.5-1HR
194,060010011,2024-09-20,2.6,15.68,86.17,0,3.12,217.06,1012.24,5970.53,0.67,3.438,680.0,2.259,PM2.5-1HR
194,060010012,2024-09-20,4.57,15.68,86.17,0,3.12,217.06,1012.24,3239.16,0.5,3.2,680.0,1.492,PM2.5-1HR
194,060010013,2024-09-20,6.36,14.64,87.21,0,4.66,206.46,1012.03,1003.26,0.67,3.438,680.0,1.152,PM2.5-1HR
194,060010015,2024-09-20,2.51,17.29,78.5,0,2.51,249.77,1011.93,1395.58,0,2.5,680.0,0.939,PM2.5-1HR
194,060010016,2024-09-20,3.41,17.73,74,0,3.28,246.67,1011.48,2976.48,1,3.9,680.0,2.345,PM2.5-1HR
194,060130002,2024-09-20,1.13,18.68,73.29,0,3.39,217.98,1011.33,1468.57,0,2.5,680.0,1.21,PM2.5-1HR
194,060131004,2024-09-20,6.47,14.37,87.08,0,4.66,206.46,1012.03,5253.95,2,5.3,680.0,1.753,PM2.5-1HR
194,060410001,2024-09-20,1.26,16.71,77.25,0,1.92,207.78,1011.73,2306.57,0,2.5,680.0,1.79,PM2.5-1HR
194,060750005,2024-09-20,7.12,14.52,86.5,0,4.8,231.91,1012.29,8410.74,2,5.3,680.0,1.434,PM2.5-1HR
194,060811001,2024-09-20,3,17.32,75.04,0,1.64,264.37,1012.1,3744.97,0,2.5,680.0,2.054,PM2.5-1HR
194,060010009,2024-09-21,7.62,16.94,81.46,0,2.26,295.54,1012.07,7936.72,2,5.3,680.0,0.057,PM2.5-1HR
194,060010011,2024-09-21,4.87,16.92,82.96,0,2.08,229.57,1012.13,5970.53,2,5.3,680.0,2.259,PM2.5-1HR
194,060010012,2024-09-21,5.53,16.92,82.96,0,2.08,229.57,1012.13,3239.16,2,5.3,680.0,1.492,PM2.5-1HR
194,060010013,2024-09-21,9.74,15.57,84.38,0,4.08,214.16,1012.08,1003.26,2,5.3,680.0,1.152,PM2.5-1HR
194,060010015,2024-09-21,6.32,19.26,73.46,0,1.62,253.12,1011.64,1395.58,1,3.9,680.0,0.939,PM2.5-1HR
194,060010016,2024-09-21,6.28,19.7,68.42,0,2.2,260.96,1011.35,2976.48,3,6.7,680.0,2.345,PM2.5-1HR
194,060130002,2024-09-21,4.34,20.46,67.79,0,2.22,230.45,1011.34,1468.57,2,5.3,680.0,1.21,PM2.5-1HR
194,060131004,2024-09-21,11.37,15.29,84.33,0,4.08,214.16,1012.08,5253.95,2,5.3,680.0,1.753,PM2.5-1HR
194,060410001,2024-09-21,4.45,17.3,76.04,0,2.03,205.78,1011.89,2306.57,0,2.5,680.0,1.79,PM2.5-1HR
194,060750005,2024-09-21,10,15.37,84.04,0,3.96,232.34,1012.22,8410.74,5,9.5,680.0,1.434,PM2.5-1HR
194,060811001,2024-09-21,6.57,17.89,74.96,0,1.52,306.17,1011.87,3744.97,1,3.9,680.0,2.054,PM2.5-1HR
194,060010009,2024-09-22,5.58,17.13,81.21,0,1.94,304.6,1013.13,7936.72,2.5,6.0,680.0,0.057,PM2.5-1HR
194,060010011,2024-09-22,3.78,17.36,79.25,0,1.79,226.12,1013.14,5970.53,1.67,4.838,680.0,2.259,PM2.5-1HR
194,060010012,2024-09-22,5.62,17.36,79.25,0,1.79,226.12,1013.14,3239.16,2,5.3,680.0,1.492,PM2.5-1HR
194,060010013,2024-09-22,8.03,15.99,81.75,0,3.29,201.42,1013,1003.26,1.67,4.838,680.0,1.152,PM2.5-1HR
194,060010015,2024-09-22,4.82,20.28,69.38,0,1.64,248.57,1012.68,1395.58,0,2.5,680.0,0.939,PM2.5-1HR
194,060010016,2024-09-22,6.03,20.95,63.25,0,2.12,249.16,1012.4,2976.48,3,6.7,680.0,2.345,PM2.5-1HR
194,060130002,2024-09-22,2.82,21.8,60.04,0,2.12,230.96,1012.3,1468.57,0,2.5,680.0,1.21,PM2.5-1HR
194,060131004,2024-09-22,9.33,15.71,81.71,0,3.29,201.42,1013,5253.95,0,2.5,680.0,1.753,PM2.5-1HR
194,060410001,2024-09-22,2.74,19.27,71.33,0,1.31,199.86,1012.75,2306.57,0,2.5,680.0,1.79,PM2.5-1HR
194,060750005,2024-09-22,9.35,14.78,85.13,0,3.57,247.17,1013.25,8410.74,6,10.9,680.0,1.434,PM2.5-1HR
194,060811001,2024-09-22,7.16,18.24,78.25,0,1.45,329.72,1013.02,3744.97,1,3.9,680.0,2.054,PM2.5-1HR
194,060010009,2024-09-23,6.91,22.01,60.79,0,1.57,301.66,1010.48,7936.72,0.5,3.2,680.0,0.057,PM2.5-1HR
194,060010011,2024-09-23,9.07,22.83,58.17,0,1.24,123.02,1010.44,5970.53,3,6.7,680.0,2.259,PM2.5-1HR
194,060010012,2024-09-23,8.33,22.83,58.17,0,1.24,123.02,1010.44,3239.16,2.25,5.65,680.0,1.492,PM2.5-1HR
194,060010013,2024-09-23,9.5,20.95,65.13,0,2.01,172.16,1010.46,1003.26,3,6.7,680.0,1.152,PM2.5-1HR
194,060010015,2024-09-23,7.47,25.3,45.08,0,1.32,310.21,1010.33,1395.58,2,5.3,680.0,0.939,PM2.5-1HR
194,060010016,2024-09-23,7.91,24.75,43.46,0,1.42,291.61,1010.29,2976.48,5,9.5,680.0,2.345,PM2.5-1HR
194,060130002,2024-09-23,3.74,25.71,38.17,0,1.66,128.08,1010.29,1468.57,0,2.5,680.0,1.21,PM2.5-1HR
