metro_id,fullaqsid,date,aq_daily_mean,temp_daily_mean,rhum_daily_mean,precip_daily_mean,ws_daily_mean,wd_daily_mean_deg,barpr_daily_mean,population,bg3,sat_monthly_mean,metro_pop_density_year,dist_km_motorway_trunk_primary_secondary,partition_key
948,BEL_BETB011,2024-09-12,2.08,9.9,80.5,0.12,3.42,268.81,1013.53,4782.55,0.05,2.57,2400.0,0.943,PM2.5-1HR
948,BEL_BETREG1,2024-09-12,3.76,9.9,80.5,0.12,3.42,268.81,1013.53,7125.71,0.05,2.57,2400.0,0.02,PM2.5-1HR
948,BEL_BETMEU1,2024-09-12,2.24,10.05,80.08,0.14,3.44,268.48,1013.42,2930.9,0.05,2.57,2400.0,0.194,PM2.5-1HR
948,BEL_BETN043,2024-09-12,1.89,9.9,80.5,0.12,3.42,268.81,1013.53,5260.82,0.05,2.57,2400.0,0.014,PM2.5-1HR
948,BEL_BETR001,2024-09-12,3.18,9.9,80.5,0.12,3.42,268.81,1013.53,19706.3,0.05,2.57,2400.0,0.017,PM2.5-1HR
948,BEL_BETR012,2024-09-12,2.01,9.75,80.67,0.17,3.45,268.08,1013.62,4575.74,0.05,2.57,2400.0,0.456,PM2.5-1HR
948,BEL_BETB011,2024-09-13,2.14,10.4,83.96,0.22,2.65,320.24,1024.2,4782.55,0.96,3.844,2400.0,0.943,PM2.5-1HR
948,BEL_BETREG1,2024-09-13,4.29,10.4,83.96,0.22,2.65,320.24,1024.2,7125.71,0.96,3.844,2400.0,0.02,PM2.5-1HR
948,BEL_BETMEU1,2024-09-13,3.01,10.59,83.58,0.13,2.63,319.67,1024.17,2930.9,1,3.9,2400.0,0.194,PM2.5-1HR
948,BEL_BETN043,2024-09-13,2.44,10.4,83.96,0.22,2.65,320.24,1024.2,5260.82,0.96,3.844,2400.0,0.014,PM2.5-1HR
948,BEL_BETR001,2024-09-13,3.65,10.4,83.96,0.22,2.65,320.24,1024.2,19706.3,0.96,3.844,2400.0,0.017,PM2.5-1HR
948,BEL_BETR012,2024-09-13,2.67,10.24,84.04,0.07,2.61,317.38,1024.23,4575.74,1.02,3.928,2400.0,0.456,PM2.5-1HR
948,BEL_BETREG1,2024-09-14,10.01,10.86,76.67,0,1.64,294.4,1031.1,7125.71,2.23,5.622,2400.0,0.02,PM2.5-1HR
948,BEL_BETB011,2024-09-14,8.02,10.86,76.67,0,1.64,294.4,1031.1,4782.55,2.23,5.622,2400.0,0.943,PM2.5-1HR
948,BEL_BETMEU1,2024-09-14,4.94,11.15,76.13,0,1.56,294.97,1031.08,2930.9,2.24,5.636,2400.0,0.194,PM2.5-1HR
948,BEL_BETN043,2024-09-14,8.5,10.86,76.67,0,1.64,294.4,1031.1,5260.82,2.23,5.622,2400.0,0.014,PM2.5-1HR
948,BEL_BETR001,2024-09-14,9.72,10.86,76.67,0,1.64,294.4,1031.1,19706.3,2.23,5.622,2400.0,0.017,PM2.5-1HR
948,BEL_BETR012,2024-09-14,7.58,10.82,75.75,0,1.67,294.85,1031.13,4575.74,2.33,5.762,2400.0,0.456,PM2.5-1HR
948,BEL_BETREG1,2024-09-15,15.58,12.45,74.5,0,2.07,249.86,1028,7125.71,4.61,8.954,2400.0,0.02,PM2.5-1HR
948,BEL_BETB011,2024-09-15,14.04,12.45,74.5,0,2.07,249.86,1028,4782.55,4.61,8.954,2400.0,0.943,PM2.5-1HR
948,BEL_BETMEU1,2024-09-15,10.72,12.59,74.38,0,2.15,253.38,1027.96,2930.9,5.04,9.556,2400.0,0.194,PM2.5-1HR
948,BEL_BETN043,2024-09-15,14.85,12.45,74.5,0,2.07,249.86,1028,5260.82,4.61,8.954,2400.0,0.014,PM2.5-1HR
948,BEL_BETR001,2024-09-15,15.07,12.45,74.5,0,2.07,249.86,1028,19706.3,4.61,8.954,2400.0,0.017,PM2.5-1HR
948,BEL_BETR012,2024-09-15,10.43,12.15,75.17,0,1.97,240.65,1028.04,4575.74,4.92,9.388,2400.0,0.456,PM2.5-1HR
948,BEL_BETREG1,2024-09-16,13.35,14.43,83.83,0.04,2.9,318.89,1025.77,7125.71,2.89,6.546,2400.0,0.02,PM2.5-1HR
948,BEL_BETB011,2024-09-16,10.93,14.43,83.83,0.04,2.9,318.89,1025.77,4782.55,2.89,6.546,2400.0,0.943,PM2.5-1HR
948,BEL_BETMEU1,2024-09-16,8.01,14.61,83.33,0.03,2.86,319.52,1025.76,2930.9,3.03,6.742,2400.0,0.194,PM2.5-1HR
948,BEL_BETN043,2024-09-16,11.31,14.43,83.83,0.04,2.9,318.89,1025.77,5260.82,2.89,6.546,2400.0,0.014,PM2.5-1HR
948,BEL_BETR001,2024-09-16,11.03,14.43,83.83,0.04,2.9,318.89,1025.77,19706.3,2.89,6.546,2400.0,0.017,PM2.5-1HR
948,BEL_BETR012,2024-09-16,9.4,14.26,84.25,0.05,2.87,317.25,1025.78,4575.74,3.06,6.784,2400.0,0.456,PM2.5-1HR
948,BEL_BETREG1,2024-09-17,5.46,15.45,80.46,0,5.11,34.35,1027.65,7125.71,1.86,5.104,2400.0,0.02,PM2.5-1HR
948,BEL_BETB011,2024-09-17,4.21,15.45,80.46,0,5.11,34.35,1027.65,4782.55,1.86,5.104,2400.0,0.943,PM2.5-1HR
948,BEL_BETMEU1,2024-09-17,4.75,15.54,80.21,0,4.89,34.43,1027.78,2930.9,1.9,5.16,2400.0,0.194,PM2.5-1HR
948,BEL_BETN043,2024-09-17,5.6,15.45,80.46,0,5.11,34.35,1027.65,5260.82,1.86,5.104,2400.0,0.014,PM2.5-1HR
948,BEL_BETR001,2024-09-17,5.36,15.45,80.46,0,5.11,34.35,1027.65,19706.3,1.86,5.104,2400.0,0.017,PM2.5-1HR
948,BEL_BETR012,2024-09-17,4.57,15.39,80.5,0,5.22,34.38,1027.54,4575.74,1.87,5.118,2400.0,0.456,PM2.5-1HR
948,BEL_BETREG1,2024-09-18,25.95,17,83.08,0,5.05,48.75,1025.81,7125.71,7.14,12.496,2400.0,0.02,PM2.5-1HR
948,BEL_BETB011,2024-09-18,23.55,17,83.08,0,5.05,48.75,1025.81,4782.55,7.14,12.496,2400.0,0.943,PM2.5-1HR
948,BEL_BETMEU1,2024-09-18,23.6,17.03,83.33,0,4.84,49.12,1025.96,2930.9,7.05,12.37,2400.0,0.194,PM2.5-1HR
948,BEL_BETN043,2024-09-18,21.89,17,83.08,0,5.05,48.75,1025.81,5260.82,7.14,12.496,2400.0,0.014,PM2.5-1HR
948,BEL_BETR001,2024-09-18,24.96,17,83.08,0,5.05,48.75,1025.81,19706.3,7.14,12.496,2400.0,0.017,PM2.5-1HR
948,BEL_BETR012,2024-09-18,24.39,17.02,82.67,0,5.21,48.95,1025.66,4575.74,7.29,12.706,2400.0,0.456,PM2.5-1HR
948,BEL_BETREG1,2024-09-19,30.8,17.98,78.75,0,4.72,58.87,1022.94,7125.71,18.97,29.058,2400.0,0.02,PM2.5-1HR
948,BEL_BETB011,2024-09-19,28.2,17.98,78.75,0,4.72,58.87,1022.94,4782.55,18.97,29.058,2400.0,0.943,PM2.5-1HR
