metro_id,fullaqsid,date,aq_daily_mean,temp_daily_mean,rhum_daily_mean,precip_daily_mean,ws_daily_mean,wd_daily_mean_deg,barpr_daily_mean,population,bg3,sat_monthly_mean,metro_pop_density_year,dist_km_motorway_trunk_primary_secondary,partition_key
958,NOR_NO0059A,2024-09-12,3.37,9.39,88.74,0.97,3.48,287.49,1003.12,3920.66,2.39,5.846,2400.0,0.089,PM2.5-1HR
958,NOR_NO0108A,2024-09-12,2.88,9.22,88.1,1.05,3.65,286.29,1002.97,2521.87,2.2,5.58,2400.0,0.313,PM2.5-1HR
958,NOR_NO0109A,2024-09-12,3.41,9.79,87.6,0.94,4.27,293.15,1003.12,1982,2.56,6.084,2400.0,0.008,PM2.5-1HR
958,NOR_NO0120A,2024-09-12,3.6,9.46,88.28,0.98,3.72,288.87,1003.08,8934.19,2.31,5.734,2400.0,0.025,PM2.5-1HR
958,NOR_NO0121A,2024-09-12,3.59,9.64,89.08,0.88,3.52,290.39,1003.26,2483.14,2.56,6.084,2400.0,0.009,PM2.5-1HR
958,NOR_NO0059A,2024-09-13,2.88,8.39,82.6,0.14,1.58,199.11,1020.18,3920.66,1.8,5.02,2400.0,0.089,PM2.5-1HR
958,NOR_NO0108A,2024-09-13,2.04,8.34,81.67,0.14,1.72,205.61,1020.15,2521.87,1.85,5.09,2400.0,0.313,PM2.5-1HR
958,NOR_NO0109A,2024-09-13,2.44,8.94,80.47,0.13,1.78,212.12,1020.13,1982,1.93,5.202,2400.0,0.008,PM2.5-1HR
958,NOR_NO0120A,2024-09-13,3.1,8.52,81.78,0.13,1.66,201.75,1020.16,8934.19,1.84,5.076,2400.0,0.025,PM2.5-1HR
958,NOR_NO0121A,2024-09-13,2.49,8.57,82.99,0.13,1.53,195.97,1020.2,2483.14,1.81,5.034,2400.0,0.009,PM2.5-1HR
958,NOR_NO0059A,2024-09-14,2.08,10.59,77.38,0.01,4.72,147.55,1024.39,3920.66,1.45,4.53,2400.0,0.089,PM2.5-1HR
958,NOR_NO0108A,2024-09-14,1.71,10.51,76.68,0.02,4.95,147.78,1024.32,2521.87,1.37,4.418,2400.0,0.313,PM2.5-1HR
958,NOR_NO0109A,2024-09-14,1.91,11.15,76.01,0.01,5.5,151.56,1024.23,1982,1.6,4.74,2400.0,0.008,PM2.5-1HR
958,NOR_NO0120A,2024-09-14,2.19,10.72,76.84,0.01,4.99,148.72,1024.33,8934.19,1.4,4.46,2400.0,0.025,PM2.5-1HR
958,NOR_NO0121A,2024-09-14,2.17,10.82,77.71,0.01,4.7,148.42,1024.41,2483.14,1.58,4.712,2400.0,0.009,PM2.5-1HR
958,NOR_NO0059A,2024-09-15,3.23,13.1,92,0.64,4.77,164.57,1019.57,3920.66,0.37,3.018,2400.0,0.089,PM2.5-1HR
958,NOR_NO0108A,2024-09-15,2.63,12.96,91.73,0.73,4.88,164.35,1019.5,2521.87,0.3,2.92,2400.0,0.313,PM2.5-1HR
958,NOR_NO0109A,2024-09-15,3.4,13.47,91.15,0.67,5.61,169.1,1019.43,1982,0.42,3.088,2400.0,0.008,PM2.5-1HR
958,NOR_NO0120A,2024-09-15,3.31,13.17,91.68,0.67,5.02,165.78,1019.51,8934.19,0.35,2.99,2400.0,0.025,PM2.5-1HR
958,NOR_NO0121A,2024-09-15,3.4,13.33,92.06,0.57,4.88,166,1019.61,2483.14,0.43,3.102,2400.0,0.009,PM2.5-1HR
958,NOR_NO0059A,2024-09-16,4.36,12.21,86.85,0.14,1.45,288.71,1025.6,3920.66,1.63,4.782,2400.0,0.089,PM2.5-1HR
958,NOR_NO0108A,2024-09-16,2.63,12.09,86.97,0.12,1.38,281.94,1025.6,2521.87,1.6,4.74,2400.0,0.313,PM2.5-1HR
958,NOR_NO0109A,2024-09-16,3.47,12.53,85.97,0.1,1.65,291.56,1025.6,1982,1.64,4.796,2400.0,0.008,PM2.5-1HR
958,NOR_NO0120A,2024-09-16,4.62,12.27,86.65,0.12,1.48,287.9,1025.6,8934.19,1.58,4.712,2400.0,0.025,PM2.5-1HR
958,NOR_NO0121A,2024-09-16,4,12.41,86.53,0.14,1.58,294.63,1025.6,2483.14,1.64,4.796,2400.0,0.009,PM2.5-1HR
958,NOR_NO0059A,2024-09-17,4.12,11.73,82.48,0,1.6,159.21,1033.02,3920.66,2.66,6.224,2400.0,0.089,PM2.5-1HR
958,NOR_NO0108A,2024-09-17,2.59,11.7,82.4,0,1.86,160.2,1033,2521.87,2.59,6.126,2400.0,0.313,PM2.5-1HR
958,NOR_NO0109A,2024-09-17,3.38,12.07,81.29,0,1.97,165.16,1032.99,1982,2.81,6.434,2400.0,0.008,PM2.5-1HR
958,NOR_NO0120A,2024-09-17,3.35,11.82,82.17,0,1.76,161.25,1033.01,8934.19,2.62,6.168,2400.0,0.025,PM2.5-1HR
958,NOR_NO0121A,2024-09-17,3.67,11.84,82.26,0,1.45,159.52,1033.04,2483.14,2.89,6.546,2400.0,0.009,PM2.5-1HR
958,NOR_NO0059A,2024-09-18,4.87,13.81,85.44,0,1.19,23.53,1034.84,3920.66,2.14,5.496,2400.0,0.089,PM2.5-1HR
958,NOR_NO0108A,2024-09-18,2.13,13.76,85.23,0,1.19,31.55,1034.86,2521.87,2.22,5.608,2400.0,0.313,PM2.5-1HR
958,NOR_NO0109A,2024-09-18,3.49,13.95,86.17,0,1.26,19.14,1034.85,1982,2.29,5.706,2400.0,0.008,PM2.5-1HR
958,NOR_NO0120A,2024-09-18,3.82,13.83,85.59,0,1.21,24.68,1034.85,8934.19,2.19,5.566,2400.0,0.025,PM2.5-1HR
958,NOR_NO0121A,2024-09-18,3.87,13.89,85.82,0,1.22,14.96,1034.83,2483.14,2.25,5.65,2400.0,0.009,PM2.5-1HR
958,NOR_NO0059A,2024-09-19,4.36,13.66,89.07,0,1.23,78.16,1033.33,3920.66,1.68,4.852,2400.0,0.089,PM2.5-1HR
958,NOR_NO0108A,2024-09-19,4.22,13.64,89.03,0,1.29,79.91,1033.32,2521.87,1.82,5.048,2400.0,0.313,PM2.5-1HR
958,NOR_NO0109A,2024-09-19,7.24,13.71,90.35,0,1.37,101.45,1033.34,1982,1.7,4.88,2400.0,0.008,PM2.5-1HR
958,NOR_NO0120A,2024-09-19,9.65,13.67,89.42,0,1.28,83.64,1033.33,8934.19,1.75,4.95,2400.0,0.025,PM2.5-1HR
958,NOR_NO0121A,2024-09-19,12.31,13.68,89.43,0,1.21,83.14,1033.34,2483.14,1.67,4.838,2400.0,0.009,PM2.5-1HR
958,NOR_NO0059A,2024-09-20,25.61,12.81,91.51,0,1.25,5.28,1031.66,3920.66,2.58,6.112,2400.0,0.089,PM2.5-1HR
958,NOR_NO0108A,2024-09-20,3.27,12.77,91.61,0,1.33,5.63,1031.66,2521.87,2.49,5.986,2400.0,0.313,PM2.5-1HR
958,NOR_NO0109A,2024-09-20,4.34,12.88,92.42,0,1.41,0.67,1031.7,1982,2.8,6.42,2400.0,0.008,PM2.5-1HR
958,NOR_NO0120A,2024-09-20,5.69,12.82,91.79,0,1.31,3.84,1031.67,8934.19,2.55,6.07,2400.0,0.025,PM2.5-1HR
958,NOR_NO0121A,2024-09-20,4.33,12.87,91.64,0,1.22,3.54,1031.68,2483.14,2.74,6.336,2400.0,0.009,PM2.5-1HR
958,NOR_NO0059A,2024-09-21,5.65,12.88,88.42,0,1.76,357.5,1027.15,3920.66,2.9,6.56,2400.0,0.089,PM2.5-1HR
958,NOR_NO0108A,2024-09-21,2.47,12.89,88.29,0,1.84,1.63,1027.15,2521.87,3.03,6.742,2400.0,0.313,PM2.5-1HR
958,NOR_NO0109A,2024-09-21,4.31,12.93,89.39,0,2.17,354.44,1027.19,1982,3.22,7.008,2400.0,0.008,PM2.5-1HR
