metro_id,fullaqsid,policy_id,start_date,end_date
949,SWE_SE157992,58,2006-01-03,2006-07-31
949,SWE_SE344260,39,2007-08-01,NA
949,SWE_SE344260,58,2006-01-03,2006-07-31
950,ITA_IT1016A,36,2012-01-16,NA
955,702NEA000003,25,1998-09-01,NA
955,SGNEA-SOUTH,25,1998-09-01,NA
956,NOR_NO0011A,62,1990-02-01,2017-09-30
956,NOR_NO0011A,63,2017-10-01,2019-05-31
956,NOR_NO0011A,64,2019-06-01,NA
956,NOR_NO0057A,62,1990-02-01,2017-09-30
956,NOR_NO0057A,63,2017-10-01,2019-05-31
956,NOR_NO0057A,64,2019-06-01,NA
956,NOR_NO0058A,62,1990-02-01,2017-09-30
956,NOR_NO0058A,63,2017-10-01,2019-05-31
956,NOR_NO0058A,64,2019-06-01,NA
956,NOR_NO0071A,62,1990-02-01,2017-09-30
956,NOR_NO0071A,63,2017-10-01,2019-05-31
956,NOR_NO0071A,64,2019-06-01,NA
956,NOR_NO0072A,62,1990-02-01,2017-09-30
956,NOR_NO0072A,63,2017-10-01,2019-05-31
956,NOR_NO0072A,64,2019-06-01,NA
956,NOR_NO0073A,62,1990-02-01,2017-09-30
956,NOR_NO0073A,63,2017-10-01,2019-05-31
956,NOR_NO0073A,64,2019-06-01,NA
956,NOR_NO0083A,62,1990-02-01,2017-09-30
956,NOR_NO0083A,63,2017-10-01,2019-05-31
956,NOR_NO0083A,64,2019-06-01,NA
956,NOR_NO0093A,62,1990-02-01,2017-09-30
956,NOR_NO0093A,63,2017-10-01,2019-05-31
956,NOR_NO0093A,64,2019-06-01,NA
956,NOR_NO0095A,62,1990-02-01,2017-09-30
956,NOR_NO0095A,63,2017-10-01,2019-05-31
956,NOR_NO0095A,64,2019-06-01,NA
956,NOR_NO0101A,62,1990-02-01,2017-09-30
956,NOR_NO0101A,63,2017-10-01,2019-05-31
956,NOR_NO0101A,64,2019-06-01,NA
956,NOR_NO0122A,62,1990-02-01,2017-09-30
956,NOR_NO0122A,63,2017-10-01,2019-05-31
956,NOR_NO0122A,64,2019-06-01,NA
956,NOR_NO0132A,62,1990-02-01,2017-09-30
956,NOR_NO0132A,63,2017-10-01,2019-05-31
956,NOR_NO0132A,64,2019-06-01,NA
956,NOR_NO0140A,62,1990-02-01,2017-09-30
956,NOR_NO0140A,63,2017-10-01,2019-05-31
956,NOR_NO0140A,64,2019-06-01,NA
956,NOR_NO0143A,62,1990-02-01,2017-09-30
956,NOR_NO0143A,63,2017-10-01,2019-05-31
956,NOR_NO0143A,64,2019-06-01,NA
956,NOR_NO0146A,62,1990-02-01,2017-09-30
956,NOR_NO0146A,63,2017-10-01,2019-05-31
956,NOR_NO0146A,64,2019-06-01,NA
956,NOR_NO0149A,62,1990-02-01,2017-09-30
956,NOR_NO0149A,63,2017-10-01,2019-05-31
956,NOR_NO0149A,64,2019-06-01,NA
956,NOR_NO0150A,62,1990-02-01,2017-09-30
956,NOR_NO0150A,63,2017-10-01,2019-05-31
956,NOR_NO0150A,64,2019-06-01,NA
956,NOR_NO0152A,62,1990-02-01,2017-09-30
956,NOR_NO0152A,63,2017-10-01,2019-05-31
956,NOR_NO0152A,64,2019-06-01,NA
956,NOR_NO0155A,62,1990-02-01,2017-09-30
956,NOR_NO0155A,63,2017-10-01,2019-05-31
956,NOR_NO0155A,64,2019-06-01,NA
957,SWE_SE0004A,61,2013-01-01,NA
957,SWE_SE0021A,61,2013-01-01,NA
957,SWE_SE0067A,61,2013-01-01,NA
957,SWE_SE274590,61,2013-01-01,NA
958,NOR_NO0015A,65,1986-01-02,2018-12-31
958,NOR_NO0015A,66,2019-01-01,NA
958,NOR_NO0059A,66,2019-01-01,NA
958,NOR_NO0108A,66,2019-01-01,NA
958,NOR_NO0109A,66,2019-01-01,NA
958,NOR_NO0120A,66,2019-01-01,NA
